"campus","sample_type","sample_subtype","classcode","orig_classcode","Kingdom","Phylum","Class","Order","Family","Genus","Species","species_definition","taxonomic_source","taxonomic_id","common_name","notes","size_cutoff","LOOKED1999","LOOKED2000","LOOKED2001","LOOKED2002","LOOKED2003","LOOKED2004","LOOKED2005","LOOKED2006","LOOKED2007","LOOKED2008","LOOKED2009","LOOKED2010","LOOKED2011","LOOKED2012","LOOKED2013","LOOKED2014","LOOKED2015","LOOKED2016","LOOKED2017","LOOKED2018","LOOKED2019","LOOKED2020","LOOKED2021"
"UCSB","FISH","FISH","COTT","COTT","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Cottidae","spp","Cottidae","WoRMS","125589","Sculpins","Most species cryptic, not sampled effectively.",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSC","FISH","FISH","COTT","COTT","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Cottidae","spp","Cottidae","WoRMS","125589","Sculpins","Most species cryptic, not sampled effectively.",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"HSU","FISH","FISH","CPRI","CPRI","Animalia","Chordata","Actinopterygii","Perciformes","Malacanthidae","Caulolatilus","princeps","Caulolatilus princeps","WoRMS","276217","Ocean Whitefish",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","CPRI","CPRI","Animalia","Chordata","Actinopterygii","Perciformes","Malacanthidae","Caulolatilus","princeps","Caulolatilus princeps","WoRMS","276217","Ocean Whitefish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","CPRI","CPRI","Animalia","Chordata","Actinopterygii","Perciformes","Malacanthidae","Caulolatilus","princeps","Caulolatilus princeps","WoRMS","276217","Ocean Whitefish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","FISH","FISH","CPRI","Caulolatilus princeps","Animalia","Chordata","Actinopterygii","Perciformes","Malacanthidae","Caulolatilus","princeps","Caulolatilus princeps","WoRMS","276217","Ocean Whitefish",NA,NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","CPUG","CPUG","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Chitonotus","pugetensis","Chitonotus pugetensis","WoRMS","280162","Roughback Sculpin","Cryptic, not sampled effectiively",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSC","FISH","FISH","CPUG","CPUG","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Chitonotus","pugetensis","Chitonotus pugetensis","WoRMS","280162","Roughback Sculpin","Cryptic, not sampled effectiively",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"HSU","FISH","FISH","CPUN","CPUN","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","punctipinnis","Chromis punctipinnis","WoRMS","273751","Blacksmith",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","CPUN","CPUN","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","punctipinnis","Chromis punctipinnis","WoRMS","273751","Blacksmith",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","CPUN","CPUN","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","punctipinnis","Chromis punctipinnis","WoRMS","273751","Blacksmith",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","FISH","FISH","CPUN","Chromis punctipinnis","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","punctipinnis","Chromis punctipinnis","WoRMS","273751","Blacksmith",NA,NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","FISH","FISH","CSAT","CSAT","Animalia","Chordata","Actinopterygii","Perciformes","Sciaenidae","Cheilotrema","saturnum","Cheilotrema saturnum","WoRMS","280137","Black Croaker",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","CSAT","CSAT","Animalia","Chordata","Actinopterygii","Perciformes","Sciaenidae","Cheilotrema","saturnum","Cheilotrema saturnum","WoRMS","280137","Black Croaker",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","CSAT","CSAT","Animalia","Chordata","Actinopterygii","Perciformes","Sciaenidae","Cheilotrema","saturnum","Cheilotrema saturnum","WoRMS","280137","Black Croaker",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","FISH","FISH","CSAT","Cheilotrema saturnum","Animalia","Chordata","Actinopterygii","Perciformes","Sciaenidae","Cheilotrema","saturnum","Cheilotrema saturnum","WoRMS","280137","Black Croaker",NA,NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","CSOR","CSOR","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Paralichthyidae","Citharichthys","sordidus","Citharichthys sordidus","WoRMS","275694","Pacific Sanddab",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","CSOR","CSOR","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Paralichthyidae","Citharichthys","sordidus","Citharichthys sordidus","WoRMS","275694","Pacific Sanddab",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","CSTI","CSTI","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Paralichthyidae","Citharichthys","stigmaeus","Citharichthys stigmaeus","WoRMS","275696","Speckled Sanddab",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","CSTI","CSTI","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Paralichthyidae","Citharichthys","stigmaeus","Citharichthys stigmaeus","WoRMS","275696","Speckled Sanddab",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","FISH","FISH","CVEN","CVEN","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","ventriosum","Cephaloscyllium ventriosum","WoRMS","277105","Swell Shark",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","CVEN","CVEN","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","ventriosum","Cephaloscyllium ventriosum","WoRMS","277105","Swell Shark",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","CVEN","CVEN","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","ventriosum","Cephaloscyllium ventriosum","WoRMS","277105","Swell Shark",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","FISH","FISH","CVIO","CVIO","Animalia","Chordata","Actinopterygii","Perciformes","Stichaeidae","Cebidichthys","violaceus","Cebidichthys violaceus","WoRMS","280053","Monkeyface Eel",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","CVIO","CVIO","Animalia","Chordata","Actinopterygii","Perciformes","Stichaeidae","Cebidichthys","violaceus","Cebidichthys violaceus","WoRMS","280053","Monkeyface Eel",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","CVIO","CVIO","Animalia","Chordata","Actinopterygii","Perciformes","Stichaeidae","Cebidichthys","violaceus","Cebidichthys violaceus","WoRMS","280053","Monkeyface Eel",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","FISH","FISH","DMAC","Decapterus macarellus","Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Decapterus","macarellus","Decapterus macarellus","WoRMS","126807","Mackerel scad",NA,NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","FISH","FISH","EBIS","EBIS","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Enophrys","bison","Enophrys bison","WoRMS","275355","Buffalo Sculpin",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","EBIS","EBIS","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Enophrys","bison","Enophrys bison","WoRMS","275355","Buffalo Sculpin",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","FISH","FISH","EJAC","EJAC","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Embiotoca","jacksoni","Embiotoca jacksoni","WoRMS","240746","Black Surfperch",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","EJAC","EJAC","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Embiotoca","jacksoni","Embiotoca jacksoni","WoRMS","240746","Black Surfperch",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","EJAC","EJAC","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Embiotoca","jacksoni","Embiotoca jacksoni","WoRMS","240746","Black Surfperch",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","FISH","FISH","EJAC","Embiotoca jacksoni","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Embiotoca","jacksoni","Embiotoca jacksoni","WoRMS","240746","Black Surfperch",NA,NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","FISH","FISH","ELAT","ELAT","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Embiotoca","lateralis","Embiotoca lateralis","WoRMS","240740","Striped Surfperch",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","ELAT","ELAT","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Embiotoca","lateralis","Embiotoca lateralis","WoRMS","240740","Striped Surfperch",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","ELAT","ELAT","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Embiotoca","lateralis","Embiotoca lateralis","WoRMS","240740","Striped Surfperch",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","FISH","FISH","ELAT","Embiotoca lateralis","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Embiotoca","lateralis","Embiotoca lateralis","WoRMS","240740","Striped Surfperch",NA,NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","FISH","FISH","EMBI","EMBI","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Embiotocidae","spp","Embiotocidae","WoRMS","151386","Surfperches",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","EMBI","EMBI","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Embiotocidae","spp","Embiotocidae","WoRMS","151386","Surfperches",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","EMBI","EMBI","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Embiotocidae","spp","Embiotocidae","WoRMS","151386","Surfperches",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","FISH","FISH","EMOR","EMOR","Animalia","Chordata","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","mordax","Engraulis mordax","WoRMS","272286","Northern Anchovy",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","EMOR","EMOR","Animalia","Chordata","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","mordax","Engraulis mordax","WoRMS","272286","Northern Anchovy",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","EMOR","EMOR","Animalia","Chordata","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","mordax","Engraulis mordax","WoRMS","272286","Northern Anchovy",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","FISH","FISH","EMOR","Engraulis mordax","Animalia","Chordata","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","mordax","Engraulis mordax","WoRMS","272286","Northern Anchovy",NA,NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","FISH","FISH","EWAL","EWAL","Animalia","Chordata","Actinopterygii","Perciformes","Stichaeidae","Ernogrammus","walkeri","Ernogrammus walkeri","WoRMS","280706","Masked Prickleback",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","EWAL","EWAL","Animalia","Chordata","Actinopterygii","Perciformes","Stichaeidae","Ernogrammus","walkeri","Ernogrammus walkeri","WoRMS","280706","Masked Prickleback",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","FISH","FISH","GBY","GBY","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","chrysomelas/carnatus young of year","Sebastes chrysomelas/carnatus","WoRMS","240737/274779","Gopher and Black And Yellow Rockfish Young of Year","Consists of Gopher/Black and Yellow/Copper YOYs that are old enough to be distinguished from Kelp rockfish (subset of KGB YOYs).",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","GBY","GBY","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","chrysomelas/carnatus young of year","Sebastes chrysomelas/carnatus","WoRMS","240737/274779","Gopher and Black And Yellow Rockfish Young of Year","Consists of Gopher/Black and Yellow/Copper YOYs that are old enough to be distinguished from Kelp rockfish (subset of KGB YOYs).",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","GBY","GB","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","chrysomelas/carnatus young of year","Sebastes chrysomelas/carnatus","WoRMS","240737/274779","Gopher and Black And Yellow Rockfish Young of Year","Consists of Gopher/Black and Yellow/Copper YOYs that are old enough to be distinguished from Kelp rockfish (subset of KGB YOYs).",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","GELE","GELE","Animalia","Chordata","Actinopterygii","Perciformes","Clinidae","Gibbonsia","elegans","Gibbonsia elegans","WoRMS","280833","Spotted Kelpfish","Cryptic, not sampled effectiively. This species was counted on quadrats at southern California sites",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"VRG","FISH","FISH","GELE","Gibbonsia elegans","Animalia","Chordata","Actinopterygii","Perciformes","Clinidae","Gibbonsia","elegans","Gibbonsia elegans","WoRMS","280833","Spotted Kelpfish","Cryptic, not sampled effectiively. This species was counted on quadrats at southern California sites",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"HSU","FISH","FISH","GGAL","GGAL","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Galeorhinus","galeus","Galeorhinus galeus","WoRMS","105820","Tope Shark",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
